lead_id,lead_date,origin,locadora,region,supervisor,sdr,order_date,credit_analysis_date,approved_date,formalized_date,signed_date,stage,gmv,amount_paid,target_formalized,target_signed,is_order,is_approved,is_formalized,is_signed
L100189,2026-02-24,Inbound,Locadora A,Sudeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100190,2026-05-04,Inbound,Locadora A,Sudeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100191,2026-04-25,Crossover,Locadora A,Sudeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100192,2026-04-20,Inbound,Locadora A,Sudeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100193,2026-03-07,Inbound,Locadora A,Sudeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100194,2026-06-23,Inbound,Locadora A,Sul,Supervisor B,SDR G,2026-06-28,2026-06-29,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100195,2026-01-16,Inbound,Locadora A,Centro-Oeste,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100196,2026-03-04,Inbound,Locadora A,Norte,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100197,2026-01-22,Crossover,Locadora A,Sudeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100198,2026-03-03,Crossover,Locadora A,Sudeste,Supervisor D,SDR B,2026-03-04,2026-03-05,2026-03-09,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100199,2026-06-24,C2C,Locadora A,Sul,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100200,2026-03-08,Farmer,Locadora A,Sudeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100201,2026-06-14,C2C,Locadora B,Sudeste,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100202,2026-03-31,C2C,Locadora A,Sul,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100203,2026-05-07,Inbound,Locadora A,Nordeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100204,2026-03-24,C2C,Locadora A,Sudeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100205,2026-02-18,Inbound,Locadora B,Centro-Oeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100206,2026-05-19,Crossover,Locadora A,Centro-Oeste,Supervisor D,SDR H,2026-05-24,2026-05-26,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100207,2026-06-25,Crossover,Locadora A,Nordeste,Supervisor A,SDR D,2026-06-29,2026-06-30,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100208,2026-02-17,Crossover,Locadora A,Sudeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100209,2026-05-21,Crossover,Locadora A,Centro-Oeste,Supervisor C,SDR G,2026-05-24,2026-05-26,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100210,2026-02-17,Inbound,Locadora B,Centro-Oeste,Supervisor D,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100211,2026-05-10,Inbound,Locadora A,Sudeste,Supervisor A,SDR E,2026-05-14,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L100212,2026-05-23,Farmer,Locadora A,Sul,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100213,2026-03-23,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100214,2026-05-14,Crossover,Locadora A,Sudeste,Supervisor B,SDR C,2026-05-15,2026-05-19,2026-05-20,2026-05-27,2026-05-30,Assinado,97010.0,90189.24,6,5,1,1,1,1
L100215,2026-02-19,Farmer,Locadora A,Sudeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100216,2026-01-15,Inbound,Locadora B,Sudeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100217,2026-01-18,Crossover,Locadora B,Centro-Oeste,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100218,2026-03-22,Inbound,Locadora B,Sudeste,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100219,2026-06-13,Inbound,Locadora A,Sul,Supervisor B,SDR A,2026-06-18,2026-06-20,2026-06-23,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100220,2026-01-24,Inbound,Locadora B,Sudeste,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100221,2026-03-24,Farmer,Locadora A,Centro-Oeste,Supervisor A,SDR C,2026-03-27,2026-03-29,2026-04-02,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100222,2026-05-08,Farmer,Locadora A,Centro-Oeste,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100223,2026-02-06,Inbound,Locadora A,Sul,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100224,2026-05-11,Crossover,Locadora A,Sul,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100225,2026-02-25,Farmer,Locadora B,Sudeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100226,2026-05-27,Inbound,Locadora B,Sudeste,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100227,2026-04-15,Inbound,Locadora B,Centro-Oeste,Supervisor C,SDR A,2026-04-17,2026-04-20,2026-04-21,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100228,2026-04-09,Inbound,Locadora B,Sudeste,Supervisor C,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100229,2026-02-01,Inbound,Locadora A,Centro-Oeste,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100230,2026-03-25,Inbound,Locadora A,Centro-Oeste,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100231,2026-06-05,Crossover,Locadora B,Nordeste,Supervisor A,SDR G,2026-06-07,2026-06-09,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100232,2026-01-04,Inbound,Locadora A,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100233,2026-05-18,Crossover,Locadora B,Sul,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100234,2026-03-31,Inbound,Locadora A,Sudeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100235,2026-05-11,Crossover,Locadora A,Nordeste,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100236,2026-05-01,C2C,Locadora A,Centro-Oeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100237,2026-03-20,Inbound,Locadora A,Sul,Supervisor A,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100238,2026-02-25,Inbound,Locadora B,Centro-Oeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100239,2026-04-24,Inbound,Locadora B,Sudeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100240,2026-01-26,C2C,Locadora A,Sul,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100241,2026-04-16,Inbound,Locadora A,Nordeste,Supervisor A,SDR B,2026-04-19,2026-04-22,2026-04-26,2026-05-03,,Formalizado,49937.75,0.0,6,5,1,1,1,0
L100242,2026-01-18,C2C,Locadora A,Sudeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100243,2026-04-28,Inbound,Locadora A,Norte,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100244,2026-04-24,Crossover,Locadora A,Nordeste,Supervisor C,SDR E,2026-04-27,2026-04-30,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100245,2026-01-16,Inbound,Locadora A,Norte,Supervisor C,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100246,2026-05-18,Inbound,Locadora A,Nordeste,Supervisor B,SDR H,2026-05-19,2026-05-23,2026-05-25,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100247,2026-03-17,Farmer,Locadora A,Sudeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100248,2026-05-23,C2C,Locadora A,Sul,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100249,2026-01-08,Inbound,Locadora B,Sudeste,Supervisor D,SDR G,2026-01-13,2026-01-14,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100250,2026-02-02,C2C,Locadora A,Centro-Oeste,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100251,2026-03-31,Inbound,Locadora A,Sudeste,Supervisor D,SDR C,2026-04-04,2026-04-08,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100252,2026-02-04,Inbound,Locadora A,Nordeste,Supervisor B,SDR F,2026-02-07,2026-02-09,2026-02-12,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100253,2026-03-01,Inbound,Locadora B,Sudeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100254,2026-04-30,Crossover,Locadora B,Sudeste,Supervisor D,SDR A,2026-05-02,2026-05-04,2026-05-07,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100255,2026-01-27,Farmer,Locadora A,Sudeste,Supervisor C,SDR B,2026-02-01,2026-02-02,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100256,2026-05-03,Crossover,Locadora A,Centro-Oeste,Supervisor C,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100257,2026-01-19,Inbound,Locadora B,Sudeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100258,2026-02-01,Inbound,Locadora A,Sudeste,Supervisor A,SDR B,2026-02-03,2026-02-06,2026-02-10,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100259,2026-04-17,Crossover,Locadora A,Sudeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100260,2026-05-24,Crossover,Locadora B,Sudeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100261,2026-01-31,Inbound,Locadora A,Norte,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100262,2026-02-24,Crossover,Locadora A,Sul,Supervisor B,SDR G,2026-02-27,2026-03-02,2026-03-05,2026-03-09,2026-03-10,Assinado,63432.73,64172.52,6,5,1,1,1,1
L100263,2026-06-17,Inbound,Locadora B,Sudeste,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100264,2026-06-29,Inbound,Locadora A,Sudeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100265,2026-04-16,Inbound,Locadora A,Sudeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100266,2026-03-22,Inbound,Locadora A,Sudeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100267,2026-03-04,Farmer,Locadora B,Sudeste,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100268,2026-04-21,C2C,Locadora B,Sudeste,Supervisor D,SDR B,2026-04-26,2026-04-29,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100269,2026-04-17,Crossover,Locadora B,Sudeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100270,2026-02-23,C2C,Locadora A,Sudeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100271,2026-01-05,Inbound,Locadora A,Centro-Oeste,Supervisor C,SDR D,2026-01-09,2026-01-13,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100272,2026-01-28,Inbound,Locadora B,Sudeste,Supervisor C,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100273,2026-06-23,Inbound,Locadora A,Centro-Oeste,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100274,2026-03-17,Inbound,Locadora A,Sul,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100275,2026-03-29,Farmer,Locadora A,Nordeste,Supervisor D,SDR G,2026-04-01,2026-04-04,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100276,2026-03-26,Inbound,Locadora B,Sudeste,Supervisor C,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100277,2026-05-22,Inbound,Locadora A,Nordeste,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100278,2026-01-12,Inbound,Locadora A,Nordeste,Supervisor B,SDR H,2026-01-17,2026-01-20,2026-01-23,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100279,2026-01-15,Crossover,Locadora B,Norte,Supervisor D,SDR H,2026-01-18,2026-01-21,2026-01-22,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100280,2026-02-19,Inbound,Locadora B,Nordeste,Supervisor A,SDR H,2026-02-23,2026-02-27,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100281,2026-03-30,Crossover,Locadora B,Sudeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100282,2026-05-02,Inbound,Locadora A,Norte,Supervisor D,SDR E,2026-05-04,,,,,Pedido,0.0,0.0,6,5,1,0,0,0
L100283,2026-03-30,Crossover,Locadora A,Nordeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100284,2026-03-21,Inbound,Locadora A,Sudeste,Supervisor B,SDR F,2026-03-23,2026-03-25,2026-03-28,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100285,2026-06-19,Inbound,Locadora A,Sudeste,Supervisor D,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100286,2026-01-30,Inbound,Locadora B,Norte,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100287,2026-04-14,Inbound,Locadora A,Sudeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100288,2026-04-09,Crossover,Locadora A,Centro-Oeste,Supervisor D,SDR E,2026-04-11,2026-04-15,2026-04-18,2026-04-21,2026-04-24,Assinado,270859.54,245853.35,6,5,1,1,1,1
L100289,2026-03-27,Inbound,Locadora A,Sudeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100290,2026-05-27,Inbound,Locadora A,Centro-Oeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100291,2026-02-18,Farmer,Locadora B,Sudeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100292,2026-06-22,Inbound,Locadora A,Centro-Oeste,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100293,2026-03-02,Inbound,Locadora A,Sul,Supervisor A,SDR C,2026-03-07,2026-03-09,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100294,2026-04-09,Inbound,Locadora A,Nordeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100295,2026-04-05,C2C,Locadora A,Sudeste,Supervisor B,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100296,2026-06-03,Farmer,Locadora A,Sudeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100297,2026-03-21,Inbound,Locadora B,Sudeste,Supervisor C,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100298,2026-02-21,Inbound,Locadora A,Sudeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100299,2026-01-04,Crossover,Locadora A,Norte,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100300,2026-03-07,C2C,Locadora B,Sudeste,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100301,2026-05-30,Inbound,Locadora A,Sudeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100302,2026-01-02,Inbound,Locadora A,Nordeste,Supervisor A,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100303,2026-06-12,C2C,Locadora A,Sudeste,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100304,2026-04-09,Inbound,Locadora A,Sudeste,Supervisor A,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100305,2026-01-26,Crossover,Locadora A,Centro-Oeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100306,2026-02-24,Crossover,Locadora B,Sudeste,Supervisor A,SDR C,2026-03-01,2026-03-05,2026-03-09,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100307,2026-04-11,Crossover,Locadora B,Nordeste,Supervisor A,SDR G,2026-04-14,2026-04-17,2026-04-20,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100308,2026-02-27,Inbound,Locadora A,Sul,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100309,2026-01-20,Crossover,Locadora A,Sudeste,Supervisor C,SDR C,2026-01-21,2026-01-23,2026-01-26,2026-02-02,2026-02-03,Assinado,80085.54,77834.33,6,5,1,1,1,1
L100310,2026-05-01,C2C,Locadora A,Sul,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100311,2026-05-02,C2C,Locadora A,Nordeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100312,2026-01-22,Inbound,Locadora A,Sudeste,Supervisor B,SDR C,2026-01-25,2026-01-28,2026-01-30,2026-02-04,2026-02-08,Assinado,35529.77,30700.41,6,5,1,1,1,1
L100313,2026-02-20,Inbound,Locadora A,Centro-Oeste,Supervisor B,SDR F,2026-02-22,2026-02-23,2026-02-27,2026-03-05,2026-03-11,Assinado,49833.29,46396.66,6,5,1,1,1,1
L100314,2026-02-14,Inbound,Locadora A,Sudeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100315,2026-04-30,Crossover,Locadora B,Sul,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100316,2026-05-13,Farmer,Locadora B,Centro-Oeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100317,2026-05-12,Crossover,Locadora A,Sudeste,Supervisor D,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100318,2026-06-19,Crossover,Locadora B,Sudeste,Supervisor B,SDR B,2026-06-22,2026-06-23,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100319,2026-05-20,Inbound,Locadora A,Sudeste,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100320,2026-02-28,Crossover,Locadora A,Centro-Oeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100321,2026-01-20,Inbound,Locadora A,Sul,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100322,2026-04-22,Inbound,Locadora A,Sudeste,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100323,2026-06-15,Farmer,Locadora A,Sudeste,Supervisor B,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100324,2026-06-26,Inbound,Locadora A,Norte,Supervisor C,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100325,2026-02-11,C2C,Locadora A,Sudeste,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100326,2026-02-12,Inbound,Locadora A,Sudeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100327,2026-01-07,C2C,Locadora A,Sudeste,Supervisor A,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100328,2026-01-26,Inbound,Locadora A,Sul,Supervisor D,SDR A,2026-01-27,2026-01-31,2026-02-04,,,Aprovado,0.0,0.0,6,5,1,1,0,0
L100329,2026-04-11,Inbound,Locadora A,Sudeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100330,2026-04-09,C2C,Locadora A,Nordeste,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100331,2026-03-09,Inbound,Locadora A,Centro-Oeste,Supervisor B,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100332,2026-02-26,Crossover,Locadora A,Sudeste,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100333,2026-05-31,Inbound,Locadora A,Sul,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100334,2026-03-25,Inbound,Locadora A,Sudeste,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100335,2026-05-27,Inbound,Locadora B,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100336,2026-06-24,Inbound,Locadora A,Sul,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100337,2026-02-27,C2C,Locadora A,Sudeste,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100338,2026-02-06,Inbound,Locadora A,Nordeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100339,2026-06-22,Inbound,Locadora A,Sul,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100340,2026-04-25,Inbound,Locadora A,Sudeste,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100341,2026-02-22,C2C,Locadora A,Norte,Supervisor B,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100342,2026-04-23,Crossover,Locadora B,Sul,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100343,2026-04-04,Crossover,Locadora A,Sudeste,Supervisor D,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100344,2026-06-13,Inbound,Locadora A,Sul,Supervisor D,SDR G,2026-06-16,2026-06-20,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100345,2026-02-16,Inbound,Locadora A,Norte,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100346,2026-06-29,Farmer,Locadora A,Sudeste,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100347,2026-06-19,Inbound,Locadora B,Sudeste,Supervisor D,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100348,2026-02-02,Farmer,Locadora A,Sul,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100349,2026-01-30,Inbound,Locadora A,Sudeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100350,2026-04-07,Crossover,Locadora B,Sudeste,Supervisor C,SDR D,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100351,2026-01-09,Crossover,Locadora A,Sul,Supervisor D,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100352,2026-02-24,Crossover,Locadora A,Nordeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100353,2026-03-20,Inbound,Locadora A,Centro-Oeste,Supervisor A,SDR B,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100354,2026-06-25,Inbound,Locadora A,Sudeste,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100355,2026-06-29,Inbound,Locadora A,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100356,2026-01-28,Inbound,Locadora B,Sudeste,Supervisor C,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100357,2026-06-11,Inbound,Locadora A,Sudeste,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100358,2026-01-17,Inbound,Locadora A,Centro-Oeste,Supervisor C,SDR D,2026-01-21,2026-01-23,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100359,2026-05-16,Inbound,Locadora A,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100360,2026-06-03,Inbound,Locadora A,Nordeste,Supervisor A,SDR G,2026-06-05,2026-06-06,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100361,2026-06-11,Inbound,Locadora A,Sul,Supervisor C,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100362,2026-02-10,Inbound,Locadora A,Centro-Oeste,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100363,2026-06-11,Inbound,Locadora A,Nordeste,Supervisor A,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100364,2026-01-21,Inbound,Locadora B,Centro-Oeste,Supervisor B,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100365,2026-04-04,Inbound,Locadora A,Nordeste,Supervisor D,SDR C,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100366,2026-03-26,Inbound,Locadora A,Nordeste,Supervisor C,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100367,2026-02-27,Inbound,Locadora B,Sul,Supervisor A,SDR G,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100368,2026-01-05,Crossover,Locadora B,Sudeste,Supervisor A,SDR D,2026-01-09,2026-01-13,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100369,2026-05-20,Inbound,Locadora B,Sudeste,Supervisor C,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100370,2026-03-02,C2C,Locadora B,Nordeste,Supervisor B,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100371,2026-04-30,Crossover,Locadora A,Sudeste,Supervisor B,SDR A,2026-05-04,2026-05-06,,,,Análise de Crédito,0.0,0.0,6,5,1,0,0,0
L100372,2026-03-16,C2C,Locadora A,Norte,Supervisor B,SDR A,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100373,2026-03-09,Inbound,Locadora B,Sudeste,Supervisor D,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100374,2026-06-10,Inbound,Locadora A,Centro-Oeste,Supervisor C,SDR E,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100375,2026-01-18,Inbound,Locadora A,Sudeste,Supervisor D,SDR F,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100376,2026-05-14,Crossover,Locadora B,Norte,Supervisor A,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
L100377,2026-05-16,C2C,Locadora A,Sudeste,Supervisor B,SDR H,,,,,,Lead,0.0,0.0,6,5,0,0,0,0
